	geneID	loci	strand	geneName	geneClass	geneCategory	DHS_type	geneType	exonLen_bin	splicingType	TIEScore_tier	total_clstrCount	num_transcript	coding_status	directionality	cumulative_support	support_source_num	DPI	sum_spIndx	max_genomicLen	max_exonLen	TE_LINE_associated	TE_SINE_associated	TE_DNA_associated	TE_LTR_associated	annoComment	promoter name	max expression (TPM)	median expression (TPM)	5th	25th	75th	95th	kurtosis	skew	TATA	CpG	Gene Symbol	chrom
4165	ENSG00000164808.12	chr8:48173530-48680318,+	+	SPIDR	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	164196	46	coding	0.95831	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:48173514..48173554,+	25.6875851428798	475339	5861	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@KIAA0146	137,4	20,6	8,18	14,3	30,3	48,66	8,857423962	2,07515339	TATA-less	CpG	KIAA0146	chr8
4166	ENSG00000164815.6	chr7:103766757-103848461,-	-	ORC5	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	64110	18	coding	0.873	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:103848422..103848492,-	13.998966012342999	81699	9456	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ORC5	68,5	10,9	2,84	7,9	14,4	21,4	12,24497028	1,978180893	TATA-less	CpG-less	ORC5	chr7
4167	ENSG00000164818.11	chr7:766336-829355,+	+	HEATR2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	156128	26	coding	0.96125	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:766320..766358,+	14.248606424442599	62855	18021	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HEATR2	114,8	19,9	5,48	13,3	29,4	46,98	5,829564181	1,631917128	TATA-less	CpG	HEATR2	chr7
4168	ENSG00000164828.13	chr7:853144-937776,+	+	SUN1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	176440	68	coding	0.9972799999999999	ENCODE:FANTOM:GENCODE:MITRANS	4	chr7:856246..856289,+	32.018100404872	84633	12504	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SUN1	141,6	27,1	10,84	18,8	38,9	63,86	6,140966725	1,818862288	TATA-less	CpG	SUN1	chr7
4169	ENSG00000164880.11	chr7:1499881-1548386,-	-	INTS1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	122415	60	coding	0.9613299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:1543981..1544033,-	46.79339886172129	47808	15047	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@INTS1	168,1	18	7,44	13,4	25,7	40,64	28,13329291	3,341510411	TATA-less	CpG	INTS1	chr7
4170	ENSG00000164885.8	chr7:150741604-150759460,-	-	CDK5	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	102665	9	coding	0.9634	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:150754968..150755027,-	12.380168864841599	13378	4269	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CDK5	72,3	14,3	3,74	8,9	20,4	37,44	4,083399773	1,65811218	TATA-less	CpG	CDK5	chr7
4171	ENSG00000164889.8	chr7:150754287-150781746,+	+	SLC4A2	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	126359	52	coding	0.9681	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:150756668..150756727,+	22.8844189988898	24551	11512	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SLC4A2	47,5	9,1	2,4	5,8	13,8	24,5	3,004241997	1,420978115	TATA-less	CpG	SLC4A2	chr7
4172	ENSG00000164896.15	chr7:150773157-150777929,-	-	FASTK	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	178434	28	coding	0.9667100000000001	ENCODE:FANTOM:GENCODE	3	chr7:150777874..150777918,-	8.01417951716642	4217	3316	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FASTK	186	26,4	12,54	20	35,4	52,42	20,84834011	2,891501255	TATA-less	CpG	FASTK	chr7
4173	ENSG00000164898.8	chr7:139025218-139031065,+	+	C7orf55	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin4:1000-2000nt	type3:tri-exonic	tier4_stringent	93606	5	uncertain	0.93255	FANTOM:GENCODE:HUBDMAP	3	chr7:139026057..139026130,+	1.7463721879612901	5324	1005	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p2@LUC7L2	84,9	11	3,2	6,7	16,6	30,32	7,312482886	2,078378034	TATA-less	CpG	LUC7L2	chr7
4174	ENSG00000164902.9	chr5:125936639-126119018,+	+	PHAX	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	171454	8	coding	0.99484	ENCODE:FANTOM:GENCODE	3	chr5:125936606..125936664,+	4.30301471179127	182380	29097	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PHAX	99,5	29,8	9,54	20,6	38	53,46	1,539649845	0,715904223	TATA-less	CpG	PHAX	chr5
4175	ENSG00000164916.9	chr7:4681468-4815079,+	+	FOXK1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	195637	21	coding	0.98666	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:4721885..4721945,+	8.727304639300069	89149	26507	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FOXK1	129,9	26,9	10,1	19,1	39	61,72	2,434260064	1,209744232	TATA-less	CpG	FOXK1	chr7
4176	ENSG00000164924.13	chr8:101925007-101965607,-	-	YWHAZ	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	2075695	36	coding	0.9667399999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr8:101964231..101964255,-	7.64059536951979	40217	39912	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@YWHAZ	667,8	98,7	37,74	70,8	146	298,42	8,543493295	2,5246145	TATA-less	CpG	YWHAZ	chr8
4177	ENSG00000164933.7	chr8:104367438-104427335,-	-	SLC25A32	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	221796	16	coding	0.026760000000000003	ENCODE:FANTOM:GENCODE:MITRANS	4	chr8:104427313..104427413,-	10.821946408303402	48199	36960	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SLC25A32	141,5	37,6	18,9	28	49,6	70,12	4,206762489	1,37234803	TATA-less	CpG	SLC25A32	chr8
4178	ENSG00000164934.9	chr8:104426952-104474252,+	+	DCAF13	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	225152	22	coding	-0.007679999999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr8:104427581..104427677,+	9.89946464293452	47301	30297	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DCAF13	173,2	34,3	8,2	19,1	56	87,06	2,449030032	1,284523393	TATA-less	CpG	DCAF13	chr8
4179	ENSG00000164941.9	chr8:95825548-95899167,+	+	INTS8	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	126676	53	coding	0.99666	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:95835495..95835537,+	28.071949739009995	58451	9403	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@INTS8	97,1	19,1	6,4	13,2	26,1	42,56	3,947476508	1,367094823	TATA-less	CpG	INTS8	chr8
4180	ENSG00000164944.7	chr8:95499670-95565695,-	-	KIAA1429	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	167761	22	coding	0.90359	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr8:95565673..95565714,-	23.896865759457196	65775	6472	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@KIAA1429	129,6	29,9	11,04	23,1	37,1	54,88	7,76261803	1,667979226	TATA-less	CpG	KIAA1429	chr8
4181	ENSG00000164953.11	chr8:94767131-94847944,+	+	TMEM67	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	35734	34	coding	0.97164	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr8:94767109..94767161,+	28.6812415937059	80814	7499	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TMEM67	47	5,1	0,74	3	8,4	17,46	8,725616366	2,369618673	TATA-less	CpG	TMEM67	chr8
4182	ENSG00000164961.11	chr8:126034766-126103998,-	-	KIAA0196	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	106244	24	coding	-0.0649	ENCODE:FANTOM:GENCODE:MITRANS	4	chr8:126103969..126104048,-	28.026023238138105	67497	12366	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@KIAA0196	87,9	18,4	7,1	14,3	22,9	32,92	7,414464306	1,377494738	TATA-less	CpG	KIAA0196	chr8
4183	ENSG00000164967.5	chr9:34610483-34612094,-	-	RPP25L	coding_mRNA	__na	DHS_dyadic	protein_coding	bin4:1000-2000nt	type2:di-exonic	tier4_stringent	80523	2	coding	0.9630299999999999	FANTOM:GENCODE:HUBDMAP	3	chr9:34612077..34612125,-	1.67803718687287	1612	1085	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C9orf23	93	11,3	3,78	8	16,1	27,1	14,19260043	2,511223222	TATA-less	CpG	C9orf23	chr9
4184	ENSG00000164975.11	chr9:15422874-15488815,+	+	SNAPC3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	182216	18	coding	0.9678200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr9:15422841..15422883,+	9.965420630759391	53461	26275	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SNAPC3	113,7	27,8	8,5	18,2	39,4	64,22	1,69311127	1,059337553	TATA-less	CpG	SNAPC3	chr9
4185	ENSG00000164978.13	chr9:34329567-34346354,+	+	NUDT2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	84009	11	coding	0.60437	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:34329543..34329593,+	3.60247379226976	15992	8716	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NUDT2	38,7	11,7	3,5	8,1	15,4	22,02	0,932432328	0,660805561	TATA-less	CpG	NUDT2	chr9
4186	ENSG00000165055.11	chr7:128116844-128149377,+	+	METTL2B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	5166	10	coding	0.89512	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:128116807..128116857,+	8.590163192471499	32534	8428	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p2@METTL2B	6,1	0,6	0	0,2	1	1,96	11,1518774	2,647103997	TATA-less	CpG	METTL2B	chr7
4187	ENSG00000165060.7	chr9:71650685-71715128,+	+	FXN	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	110455	9	coding	0.99918	FANTOM:GENCODE:HUBDMAP	3	chr9:71650645..71650730,+	5.53569292039618	64410	4789	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FXN	91,1	16,9	6,44	12,5	24,1	39,56	4,349845834	1,610467961	TATA-less	CpG	FXN	chr9
4188	ENSG00000165102.10	chr8:42981857-43058249,+	+	HGSNAT	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	111423	28	coding	0.9777299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:42995548..42995676,+	18.388946790547102	76116	18731	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HGSNAT	101,2	18,6	4,14	12,1	25,3	36,44	7,560255047	1,640902667	TATA-less	CpG	HGSNAT	chr8
4189	ENSG00000165118.10	chr9:86182615-86571920,-	-	C9orf64	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	55680	8	coding	0.89871	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:86571641..86571680,-	3.6362926833347404	389043	16714	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C9orf64	39,3	8,4	0,8	5,1	11,6	17,6	2,497477948	0,973031748	TATA-less	CpG	C9orf64	chr9
4190	ENSG00000165119.14	chr9:86574890-86595514,-	-	HNRNPK	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	2116233	19	coding	0.9949399999999999	ENCODE:FANTOM:GENCODE:MITRANS	4	chr9:86595113..86595141,-	18.3715111582559	17049	10512	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HNRNPK	774,8	215,1	122,34	167,3	274,9	364,94	3,140184473	1,083209171	TATA-less	CpG	HNRNPK	chr9
4191	ENSG00000165138.12	chr9:101494192-101569861,-	-	ANKS6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	27389	26	coding	0.95405	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:101558777..101558844,-	16.2367597403954	75553	13397	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ANKS6	34,2	4,4	0	2,4	6,8	11,4	7,609919424	1,769533374	TATA-less	CpG	ANKS6	chr9
4192	ENSG00000165219.17	chr9:128024105-128147655,+	+	GAPVD1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	155372	46	coding	0.9629	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:128024067..128024130,+	33.1203748181867	105384	27226	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GAPVD1	135,3	25,4	11,7	19,7	33,2	44,2	14,32548135	1,985939951	TATA-less	CpG	GAPVD1	chr9
4193	ENSG00000165264.6	chr9:32552997-32573182,-	-	NDUFB6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin4:1000-2000nt	type4:at_least_4_exons	tier4_stringent	323974	3	coding	0.9910399999999999	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr9:32573130..32573167,-	4.17478598877359	20161	1363	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NDUFB6	159,5	43,4	11,08	30,3	59	84,48	1,01612367	0,65879336	TATA-less	CpG	NDUFB6	chr9
4194	ENSG00000165271.12	chr9:33452795-33477595,-	-	NOL6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	103780	29	coding	0.84867	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr9:33473882..33473927,-	24.201178452549897	21102	11773	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NOL6	71,9	15,2	6	11,2	21,1	33,8	4,245960405	1,538960606	TATA-less	CpG-less	NOL6	chr9
4195	ENSG00000165275.5	chr9:37752901-37780125,+	+	TRMT10B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	20903	23	coding	0.98803	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:37753795..37753820,+	6.807992781716269	26313	9433	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RG9MTD3	17,9	3,4	0,9	2,1	4,8	8	4,864929313	1,595530519	TATA-less	CpG	RG9MTD3	chr9
4196	ENSG00000165280.11	chr9:35027258-35072622,-	-	VCP	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	1049981	10	coding	0.99876	ENCODE:FANTOM:GENCODE	3	chr9:35072585..35072632,-	16.236754966015102	44717	14698	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@VCP	557,2	144,9	75,84	106,6	208,3	311,82	2,053827443	1,266066444	TATA-less	CpG	VCP	chr9
4197	ENSG00000165282.9	chr9:35083582-35096588,-	-	PIGO	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	79804	21	coding	0.9973200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr9:35096554..35096637,-	10.458478642193	13007	8059	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PIGO	55,4	12,6	5,8	9,5	16,7	26,6	4,765315455	1,6490507	TATA-less	CpG	PIGO	chr9
4198	ENSG00000165283.11	chr9:35099532-35103411,-	-	STOML2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin4:1000-2000nt	type4:at_least_4_exons	tier4_stringent	483875	7	coding	0.98965	ENCODE:FANTOM:GENCODE	3	chr9:35103105..35103154,-	8.689800850951611	3582	1410	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@STOML2	323,8	73,2	19,52	42,9	104,2	161,76	1,323956066	0,93632893	TATA-less	CpG	STOML2	chr9
4199	ENSG00000165304.3	chr9:36572082-36682218,+	+	MELK	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	100155	26	coding	0.9885	ENCODE:FANTOM:GENCODE	3	chr9:36572851..36572932,+	22.8665430554978	110137	7043	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MELK	79,4	10,5	0	1,8	24,9	48,5	0,613108931	1,124764128	TATA-less	CpG	MELK	chr9
4200	ENSG00000165322.13	chr10:32082176-32217742,-	-	ARHGAP12	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	89748	17	coding	0.9186	ENCODE:FANTOM:GENCODE	3	chr10:32217717..32217781,-	20.0569478879682	129884	17319	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ARHGAP12	87,7	12,7	2,8	7,8	19,7	32,76	4,681764244	1,468587338	TATA-less	CpG	ARHGAP12	chr10
4201	ENSG00000165389.6	chr14:34895648-34931468,-	-	SPTSSA	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type3:tri-exonic	tier4_stringent	424282	7	uncertain	0.99059	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr14:34931435..34931455,-	1.22292736893049	35799	16616	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SPTSSA	364,3	58,5	18,52	41	78,9	149,36	7,837851917	2,169306493	TATA-less	CpG-less	SPTSSA	chr14
4202	ENSG00000165392.5	chr8:30891353-31033562,+	+	WRN	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	82503	32	coding	0.9232899999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:30891298..30891363,+	34.6050211612922	142210	10835	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@WRN	119,7	12,9	3,44	8,7	19,9	36,56	16,64930545	3,020264478	TATA-less	CpG-less	WRN	chr8
4203	ENSG00000165416.10	chr13:53226867-53493461,+	+	SUGT1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	183555	11	coding	0.9746	ENCODE:FANTOM:GENCODE	3	chr13:53226963..53227023,+	14.511267890555	266487	14157	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SUGT1	126,7	26,8	8,34	19,2	34,6	55,6	4,039526302	1,365743543	TATA-less	CpG	SUGT1	chr13
4204	ENSG00000165458.9	chr11:71934428-71952564,+	+	INPPL1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	140425	70	coding	0.94689	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:71934912..71934950,+	28.589759335334	18137	7797	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@INPPL1	57,2	13,6	4,2	9,6	18,2	26,86	3,454695952	1,192982289	TATA-less	CpG	INPPL1	chr11
4205	ENSG00000165476.8	chr10:65280805-65447258,+	+	REEP3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	117433	11	coding	0.98451	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:65281125..65281183,+	7.74013782256652	166096	6851	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@REEP3	100,4	17,4	4,74	10,5	26,9	40,86	4,145995789	1,400581933	TATA-less	CpG	REEP3	chr10
4206	ENSG00000165487.9	chr13:22047952-22245132,-	-	MICU2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	240827	27	coding	0.99019	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr13:22178284..22178318,-	15.3803161985545	178306	9841	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@EFHA1	148,7	41,6	13,3	30,6	52,1	72,4	2,380522841	0,824950513	TATA-less	CpG	EFHA1	chr13
4207	ENSG00000165501.12	chr14:50065411-50166165,+	+	LRR1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	46019	10	coding	0.70173	ENCODE:FANTOM:GENCODE:MITRANS	4	chr14:50065639..50065674,+	5.100484595760269	90999	5164	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@LRR1	36,1	4,4	0,8	2,6	7,2	12,7	8,715501631	2,020270574	TATA-less	CpG	LRR1	chr14
4208	ENSG00000165502.6	chr14:50081782-50087338,-	-	RPL36AL	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type2:di-exonic	tier4_stringent	1551243	2	coding	0.84459	ENCODE:FANTOM:GENCODE	3	chr14:50087312..50087365,-	1.02594808446578	4566	4182	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RPL36AL	1154,3	259,3	90,12	172,7	344,5	608,22	3,932545849	1,646157485	TATA-less	CpG	RPL36AL	chr14
4209	ENSG00000165506.10	chr14:50090125-50101962,-	-	DNAAF2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	47605	8	coding	0.67606	ENCODE:FANTOM:GENCODE	3	chr14:50100665..50100741,-	2.8438376230132096	11838	3078	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DNAAF2	40,8	7,3	1,74	5	10,1	16,86	4,11558553	1,353016876	TATA-less	CpG	DNAAF2	chr14
4210	ENSG00000165512.4	chr10:45495952-45504624,+	+	ZNF22	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type2:di-exonic	tier4_stringent	77790	4	coding	0.8185100000000001	ENCODE:FANTOM:GENCODE:MITRANS	4	chr10:45496346..45496409,+	0.93362381989833	8254	6258	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF22	74,7	12,1	1,3	6,6	19	38,4	3,381699652	1,56510383	TATA-less	CpG	ZNF22	chr10
4211	ENSG00000165516.6	chr14:50234169-50282439,+	+	KLHDC2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	138784	27	coding	0.96705	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr14:50234827..50234882,+	11.6549494771886	47569	3746	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@KLHDC2	147	19	7	13	28,7	46,6	9,681988911	1,993324089	TATA-less	CpG	KLHDC2	chr14
4212	ENSG00000165526.4	chr11:126071598-126081545,-	-	RPUSD4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	90079	11	coding	-0.024069999999999998	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr11:126081532..126081568,-	5.59244595045837	9553	6188	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RPUSD4	69,3	15,2	7,08	11,7	20,1	29,4	7,021955968	1,76971576	TATA-less	CpG	RPUSD4	chr11
4213	ENSG00000165527.5	chr14:50359713-50429563,+	+	ARF6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	381337	5	coding	0.90859	ENCODE:FANTOM:GENCODE	3	chr14:50359773..50359850,+	0.7860617204338459	69851	8762	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ARF6	213,5	40,8	19,04	30,3	57,2	100,72	5,827741438	2,025440253	TATA-less	CpG	ARF6	chr14
4214	ENSG00000165533.14	chr14:89290471-89344335,+	+	TTC8	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	140800	25	coding	0.9859399999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr14:89290965..89291047,+	15.715457725353	53341	17877	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TTC8	154,2	20,6	2,1	10,8	31	50,84	9,356526698	2,060685712	TATA-less	CpG	TTC8	chr14
4215	ENSG00000165609.8	chr10:12204211-12238142,-	-	NUDT5	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	336486	18	coding	0.05031	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:12237836..12237900,-	9.961615263796151	33932	6460	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NUDT5	213,6	49,8	13,54	31,4	70,2	109,42	1,362928924	0,938638935	TATA-less	CpG	NUDT5	chr10
4216	ENSG00000165629.15	chr10:7829980-7850315,+	+	ATP5C1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	1328520	18	coding	0.9	ENCODE:FANTOM:GENCODE	3	chr10:7830125..7830151,+	11.148511291103802	19977	5091	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ATP5C1	678,9	195,2	84,6	147,3	261,7	366,26	1,657126293	0,880547127	TATA-less	CpG	ATP5C1	chr10
4217	ENSG00000165630.9	chr10:13628965-13704096,+	+	PRPF18	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	171594	8	coding	0.99921	FANTOM:GENCODE:HUBDMAP	3	chr10:13628933..13629012,+	12.69307934149	72806	12513	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PRPF18	119,4	29,6	6,3	20,9	40,2	61,9	1,676830337	0,935834941	TATA-less	CpG	PRPF18	chr10
